"","purchaseId","customer","n_items","value","region","office","predictor","profit"
"4938",4938,52,4,646.892059801385,"NA",2,19888.1469904559,5.31663231987159
"4940",4940,84,6,1126.45910493157,"Asia",3,59262.6914524776,236.767717076396
"4941",4941,40,10,1754.09323989349,"NA",2,52597.3418119317,357.598912848847
"4942",4942,11,8,1128.75909859561,"Asia",2,39680.2105547141,29.2764558994652
"4944",4944,14,9,1052.16703396669,"NA",3,52335.8969874359,-114.905141390196
"4945",4945,69,11,1159.76141401311,"EU",4,69414.4216932999,-351.186163949259
"4947",4947,75,3,356.555289165678,"Asia",3,87666.8515847395,-75.0266734432788
"4948",4948,78,4,475.52556515133,"Asia",3,11116.3591386834,-59.8501523170022
"4950",4950,94,10,1014.99492112159,"Asia",4,87625.5437903842,-279.275999529945
"4953",4953,36,6,1004.6376875862,"NA",3,40199.198210686,160.46412554676
"4954",4954,41,9,774.886934761295,"Asia",3,96149.851510773,-431.445971396675
"4955",4955,15,8,1306.54371837645,"Asia",2,87758.6883388795,157.125469964677
"4957",4957,87,9,1350.9978078181,"Asia",3,10936.913257105,164.619637295961
"4958",4958,56,6,699.97812869923,"Asia",2,97554.159918529,-128.929401222862
"4960",4960,60,8,1107.75759008403,"NA",1,39897.2657062928,191.589506826404
"4961",4961,56,6,973.061126922655,"EU",3,24410.7385529852,172.688033229545
"4962",4962,86,8,719.5566687322,"EU",4,30485.4191486081,-349.978830686485
"4963",4963,5,6,971.631925709448,"NA",3,80217.9268635395,191.858658870659
"4964",4964,44,11,1035.8195470405,"EU",4,93182.643548565,-392.771274669802
"4965",4965,47,12,1217.72835794559,"Asia",4,17392.107683046,-458.924566114206
"4966",4966,51,4,615.472370997451,"SA",4,23905.7569637171,24.8525948609888
"4969",4969,84,7,880.041017711535,"Asia",3,1220.76039393805,-108.669927231132
"4972",4972,33,6,717.573385066384,"EU",4,18386.4141119714,-162.380230121717
"4974",4974,74,12,1892.22610124928,"SA",2,84675.2412826081,238.305718519518
"4975",4975,68,10,1690.72537860348,"Asia",1,48836.6708997593,534.537026922515
"4976",4976,45,12,1316.09026480188,"EU",3,12543.8155005311,-244.673741951972
"4977",4977,87,8,1311.28780821775,"NA",3,47427.5581262817,223.514916177567
"4978",4978,84,8,1354.02132364795,"Asia",4,60914.4860451536,296.775165784501
"4979",4979,74,12,1233.59884752356,"Asia",2,72929.2719579062,-401.994645176004
"4980",4980,2,5,694.770933022283,"Asia",3,94247.117120927,-31.8946574012004
"4981",4981,48,11,1364.7958729397,"Asia",3,3891.63127495861,-173.343147450848
"4982",4982,57,5,953.267215270269,"SA",4,39811.5858408411,187.479639448304
"4983",4983,66,10,1360.50813419236,"Asia",3,63803.6735881311,-12.7125325337352
"4985",4985,13,8,1327.11203199149,"Asia",2,69749.3179840143,213.674821149401
"4987",4987,75,2,430.072319984228,"Asia",4,34591.5414136257,53.2007673235573
"4990",4990,27,5,429.235361247461,"NA",2,31367.3393729981,-254.112900175097
"4991",4991,97,12,1110.10379667961,"Asia",3,45946.8272000235,-483.644133962357
"4992",4992,27,5,879.300236855649,"Asia",3,2458.9607928372,166.742185295518
"4993",4993,24,12,1322.18777367313,"SA",2,64228.8711069629,-342.348569406112
"4995",4995,23,13,2087.14469346518,"SA",4,48063.9921842634,353.240509786924
"4996",4996,24,13,1241.5090034619,"Asia",4,65319.2577490553,-488.49620495698
"4999",4999,75,3,423.951101403302,"EU",3,58877.3853402275,-40.9247376944245
"5001",5001,38,8,884.774163689667,"NA",2,92039.425577326,-207.175293846464
"5003",5003,51,3,621.571877710289,"Asia",4,45681.4545618477,142.206808710808
"5005",5005,85,7,950.296491180996,"NA",2,11678.4949338636,35.5630143864514
"5006",5006,38,9,1134.34715525521,"Asia",1,2303.80758904573,162.549718724529
"5008",5008,57,6,845.545107545555,"SA",3,74786.3931154723,-33.8668423549102
"5009",5009,85,7,1134.95368654529,"NA",2,24049.614431941,147.045962573995
"5010",5010,18,11,1726.52174556967,"NA",4,22726.4537933471,293.775268877704
"5011",5011,84,8,852.491512564976,"EU",2,66429.5727952947,-223.719809719638
"5012",5012,50,3,372.641438098595,"SA",3,13642.8857307555,-61.6060272888097
"5014",5014,3,5,612.735050907077,"NA",1,81140.9136255844,105.097097339711
"5019",5019,57,5,503.579135959856,"Asia",4,96182.0226563774,-235.379244533122
"5025",5025,18,11,1390.07786240148,"NA",2,72131.3801477272,-123.439476199744
"5026",5026,49,13,1652.47429388827,"Asia",2,95452.3652119408,-79.4208175557749
"5027",5027,68,10,921.68939677595,"Asia",1,27329.1835581805,-236.149983097657
"5028",5028,13,7,755.856213882948,"EU",3,93577.2497550433,-257.685277138925
"5029",5029,29,5,774.490459432232,"Asia",2,68887.5401097103,33.3235838750144
"5032",5032,48,13,2141.86189639425,"Asia",2,71565.6875275047,434.601828815841
"5033",5033,71,10,1448.06959018588,"Asia",3,63522.708786919,113.341840729557
"5035",5035,19,11,1457.14117993496,"Asia",2,21916.9090889648,-38.7237344339867
"5036",5036,48,12,1094.99253183977,"Asia",2,60668.2208817678,-457.990098533131
"5037",5037,78,5,400.594483929796,"Asia",3,73607.1009811645,-257.667865907715
"5039",5039,67,9,766.86484743872,"Asia",4,3608.55213653203,-477.005154302453
"5040",5040,89,8,1397.58078024312,"Asia",3,34442.0008390525,310.077821809954
"5041",5041,92,10,930.531054831143,"Asia",4,27934.4138954908,-477.953691185578
"5042",5042,32,6,794.378553507879,"EU",3,17912.9112834635,-101.514776903191
"5045",5045,26,3,592.293823286144,"NA",3,8492.4471211913,84.2791857057793
"5046",5046,56,6,943.524086386417,"Asia",3,29005.2204445959,163.713166454522
"5047",5047,29,6,981.114138775846,"NA",2,30263.2112270168,135.373561424041
"5048",5048,94,11,1594.09494505027,"NA",4,67340.1032657514,126.751581632329
"5051",5051,89,8,823.210645497527,"Asia",1,15557.805493162,-132.84371167052
"5052",5052,23,14,1495.51713480013,"Asia",3,80699.04252604,-339.234496092743
"5055",5055,26,4,662.935310499813,"Asia",4,79030.9612667458,76.1620309438617
"5056",5056,36,8,713.613927497797,"Asia",2,69222.1486013441,-408.249359397202
"5057",5057,9,6,736.0494782746,"Asia",2,99581.1645124995,-73.2348397811503
"5058",5058,15,9,910.920145916174,"EU",2,57838.8952448785,-298.413782087604
"5060",5060,77,4,367.472838553179,"EU",3,57813.7465039417,-238.471788777073
"5061",5061,78,4,495.760506268513,"EU",3,87762.4421832422,-30.3653232441367
"5062",5062,38,10,1422.58638964296,"Asia",1,49764.607941031,255.536902296235
"5064",5064,41,11,1205.85783426573,"NA",3,33636.4831332124,-220.373075092669
"5065",5065,91,10,1231.91760624701,"Asia",2,39537.9402538331,-127.829341986783
"5066",5066,20,12,1343.54730649586,"EU",4,95181.9385229582,-233.248544626917
"5070",5070,31,5,453.064249740955,"EU",3,17619.1335442497,-248.955811945337
"5072",5072,95,11,1196.1138137401,"Asia",2,24380.1019555244,-277.208910221181
"5073",5073,68,10,1120.58710442065,"Asia",3,25057.3215506673,-229.054151334692
"5074",5074,55,6,980.534856113095,"EU",2,94301.6138710133,181.320230351418
"5077",5077,63,8,1218.72417474925,"Asia",3,45335.9154560105,102.786467768467
"5078",5078,96,11,1034.30483938681,"NA",2,16014.2604927232,-462.580304663554
"5079",5079,48,14,1680.81905691494,"Asia",3,60154.2336096761,-154.875848629364
"5080",5080,68,9,935.841146464587,"Asia",1,42335.7631719285,-110.857746884982
"5082",5082,8,7,894.840744738258,"Asia",4,59519.0587337895,-74.7444850960212
"5083",5083,48,13,2169.87637129605,"Asia",2,13022.820434656,464.499341231154
"5084",5084,25,2,351.449943135333,"Asia",4,42340.5305645135,-24.6821512921936
"5085",5085,23,12,1176.58588045813,"Asia",3,90122.829311352,-448.88448160597
"5087",5087,48,12,1204.37906275826,"Asia",3,5078.83163254266,-466.543434039709
"5088",5088,44,10,1043.48732636737,"Asia",1,10353.6675472087,-155.297881410426
"5089",5089,31,6,628.216383245021,"Asia",2,58454.2358723888,-168.544390633236
"5090",5090,22,13,1328.5089480723,"EU",3,36569.1338321089,-450.043972171923
"5094",5094,6,6,667.923879209145,"EU",2,19749.2932122743,-189.644631092496
"5095",5095,68,11,1312.14889243092,"Asia",2,65907.4830512633,-164.30459383826
"5096",5096,50,3,304.580419287195,"Asia",2,86756.0257948476,-192.003610038268
"5097",5097,1,4,670.772044128332,"NA",3,73191.2720546513,91.3074593788798
"5098",5098,69,11,1238.5801264725,"NA",3,50255.3434408852,-325.472386074166
"5100",5100,95,10,1708.49277396627,"SA",2,21683.4786097454,278.404019577026
"5103",5103,93,9,1233.25482709426,"Asia",3,36055.2856516528,13.906453595396
"5104",5104,31,5,876.027002552143,"Asia",3,97670.4997806873,167.699994052223
"5105",5105,93,10,1545.91024251348,"Asia",3,44471.5818252889,201.3352762667
"5108",5108,31,6,1061.6142265417,"Asia",4,70060.6462517905,240.564630816007
"5109",5109,95,11,1379.21481981655,"NA",3,80048.6101545375,-120.290355818606
"5110",5110,76,2,341.163558341673,"SA",2,22466.1264516336,11.6318187026249
"5113",5113,5,6,873.064377391311,"EU",3,88543.414755553,64.0560233128914
"5114",5114,47,11,1444.64809109883,"NA",2,31197.3869961295,-63.8639457176535
"5116",5116,90,9,1086.37746079045,"EU",4,40353.4452932398,-128.927418734542
"5117",5117,45,10,959.979864208602,"EU",3,69715.1111506002,-370.294336043086
"5118",5118,21,11,1464.42211076766,"Asia",4,80765.56721018,-73.3918277772636
"5120",5120,27,4,730.604840270803,"NA",2,65856.5304137932,164.277526269157
"5121",5121,95,12,1065.6246215326,"Asia",3,65116.5106192224,-526.574698985856
"5122",5122,84,6,634.770979439082,"Asia",3,79723.2696733901,-213.257587135597
"5123",5123,12,9,741.782548891565,"NA",1,90329.2680039732,-224.046017363897
"5125",5125,78,4,543.089055673781,"Asia",3,4120.64055401506,-44.0584593979714
"5126",5126,18,10,1834.90132379951,"NA",2,16827.7595066477,406.228194406547
"5127",5127,87,8,1167.44431861721,"Asia",4,24954.9141116166,31.3053385554108
"5128",5128,81,7,933.214896754646,"EU",2,48034.1452007513,13.7786784465042
"5130",5130,46,13,2136.24678604806,"EU",2,87347.2702283864,378.992060903679
"5132",5132,2,4,533.006535407987,"SA",2,81498.114333404,-34.4173850526935
"5134",5134,75,4,750.429527148826,"EU",1,11216.7674905357,364.728700694845
"5137",5137,28,5,765.655529889948,"NA",3,23062.633666564,37.2692837793144
"5140",5140,87,8,810.501388596745,"Asia",1,64769.3747302329,-67.4182732545089
"5142",5142,7,5,875.566910342509,"Asia",1,84912.2135927263,311.020389386729
"5143",5143,26,5,609.298809963971,"SA",4,74035.9759301059,-87.0249859587123
"5144",5144,28,4,563.255068288582,"EU",2,81411.876425046,13.4627041538065
"5147",5147,63,8,1243.95603595686,"NA",4,61143.0561401588,89.2202216011142
"5149",5149,51,1,145.225413728154,"Asia",2,25234.0024563039,-92.5860381058858
"5150",5150,11,8,885.787592584178,"EU",1,2934.55856396095,-25.3281609968444
"5154",5154,99,12,1922.40239141732,"EU",2,72955.3363893244,355.503561342172
"5155",5155,97,13,1310.8249402631,"NA",3,79695.8919272935,-387.706646663728
"5157",5157,15,9,958.628072837628,"EU",4,26051.1120553287,-299.033649798215
"5159",5159,19,11,1099.2625187596,"EU",4,96131.4340459784,-334.327476019399
"5160",5160,93,11,1797.83358318736,"Asia",2,99473.7585056294,296.842034885546
"5161",5161,55,6,829.240939502057,"EU",3,29481.9239173892,13.9155815638455
"5162",5162,76,3,582.473600205569,"NA",3,83970.3930921417,100.94865364534
"5163",5163,40,10,1678.70238516275,"Asia",3,8738.71314604185,386.322993124047
"5164",5164,92,11,1602.47033078215,"EU",3,5148.16380707477,74.7361674965246
"5166",5166,53,6,528.244289862347,"NA",3,48352.6187832628,-307.12504437236
"5167",5167,57,6,1038.76361363182,"SA",3,76259.351301251,212.017073581562
"5168",5168,26,5,691.09308329171,"NA",3,1991.71706464794,17.6254406423324
"5169",5169,91,10,1374.25136673408,"NA",3,78502.0717950475,-26.5073277227189
"5172",5172,86,7,915.832972278161,"NA",3,90348.0996703408,-103.292620393427
"5174",5174,71,12,1863.39459031907,"NA",2,77782.9723230957,234.441373915534
"5177",5177,51,3,466.730514690405,"NA",1,55847.3611832864,170.166853586675
"5181",5181,25,3,467.678389852018,"Asia",2,5158.27055828436,83.0534754440732
"5185",5185,49,12,1707.30448956235,"Asia",4,79386.7958777079,67.6728384208468
"5188",5188,53,5,781.403466974619,"NA",3,90822.8471757397,42.5885367745304
"5194",5194,20,11,1308.70762295822,"NA",2,75599.593154557,-220.815241581476
"5198",5198,42,9,1591.82387379463,"Asia",3,48000.6253738473,314.41969648001
"5200",5200,92,11,1656.44553396974,"Asia",2,42859.4375221913,187.512506402139
"5202",5202,29,5,713.385395835029,"EU",4,33093.243102035,1.62602173297319
"5203",5203,39,9,975.425741329709,"NA",2,20356.2936501349,-283.859087162301
"5204",5204,60,8,904.726991209322,"SA",2,84660.6592219351,-132.304864607881
"5205",5205,61,8,671.731227520506,"NA",2,40366.5856577014,-364.883413129414
"5206",5206,64,8,1321.67654406552,"Asia",2,66134.4975038795,260.305012841435
"5207",5207,30,5,523.083913180154,"NA",3,41879.9834676131,-153.061686124346
"5208",5208,11,8,1133.24545176099,"EU",2,6411.37851184141,80.0729069536262
"5211",5211,78,4,423.986418360095,"EU",3,98029.4714505218,-169.032819569436
"5212",5212,94,11,1050.07560126328,"Asia",1,84305.3134573039,-278.020735741216
"5213",5213,74,13,1173.66994846447,"NA",2,2098.76924232719,-572.586403094808
"5215",5215,96,12,1915.90503247484,"NA",3,42429.154241336,349.878020281191
"5217",5217,14,9,1494.08825815046,"SA",3,32070.004960988,241.236084136327
"5218",5218,11,9,1308.83438747803,"NA",3,62888.500707329,122.043264297298
"5219",5219,26,4,513.71428792401,"NA",4,28741.0028444098,-81.8565443381499
"5221",5221,78,3,485.761791669601,"EU",4,38046.3219030239,-6.56787408666128
"5224",5224,18,11,1665.88677499288,"Asia",3,7451.23982627084,229.592064641644
"5225",5225,72,12,1814.88570517433,"EU",4,51855.97990182,271.766625762188
"5226",5226,7,6,934.926063452459,"NA",2,98149.7129098917,84.358324834985
"5228",5228,51,4,536.67537521074,"Asia",1,51126.1422482673,211.818272574764
"5229",5229,10,6,998.771267227238,"NA",3,92738.8663767341,162.47963616655
"5230",5230,32,7,675.858478408889,"Asia",2,63577.142696643,-306.337065809084
"5231",5231,81,6,1097.92376637427,"Asia",2,73694.5472684791,228.342773665875
"5236",5236,24,14,1517.45365170507,"NA",1,9834.40552635002,-150.947054484194
"5240",5240,39,8,660.236278342521,"Asia",1,51028.1876507476,-164.791692138969
"5242",5242,27,3,646.229895836027,"NA",2,90418.9504209941,130.164636825562
"5245",5245,19,10,996.771026548147,"Asia",3,72330.0732010847,-328.500691226606
"5246",5246,60,6,551.149281763328,"Asia",3,59936.1214873942,-272.401108450411
"5247",5247,80,4,582.824749295719,"EU",2,26291.944006996,-45.5580092880169
"5248",5248,1,4,647.682684795851,"NA",3,54375.268676467,89.1093013470421
"5249",5249,8,7,865.675602367711,"NA",2,67033.8867203558,-95.5207787058906
"5250",5250,5,5,438.031023667855,"NA",1,72048.8089360935,-54.5706435998993
"5254",5254,88,8,1216.12195102848,"NA",3,55306.6398888244,95.5778843472851
"5256",5256,6,6,611.115779598959,"NA",1,57464.2048465353,6.29726714296157
"5259",5259,51,4,498.944618251406,"Asia",3,30921.913031644,-136.882853567626
"5262",5262,55,3,322.838715185856,"Asia",2,66052.2090156691,-186.830705962089
"5265",5265,56,5,425.267174723765,"EU",2,72072.0448527227,-277.181528707072
"5266",5266,61,8,1126.80946508806,"SA",4,59796.7673145973,-10.6245605585395
"5267",5267,95,11,1794.13371905552,"EU",3,60893.1770622279,251.651781654754
"5271",5271,85,6,896.097990767837,"EU",2,48397.9408870172,38.4399393994764
"5273",5273,9,8,1090.10081134816,"SA",1,46229.1136046019,265.972843046956
"5274",5274,28,5,796.106242759492,"Asia",4,92568.2326278007,156.238805439132
"5275",5275,60,7,769.7032100165,"EU",1,17769.2950486571,-14.798061138565
"5277",5277,89,9,1291.82075881957,"Asia",2,14082.0592115899,95.6032439551384
"5279",5279,34,7,852.420792885522,"Asia",1,27523.1786483566,134.257917871776
"5280",5280,20,12,1173.55844651777,"Asia",1,81056.8798097565,-295.004068223496
"5282",5282,18,11,1704.08089367713,"EU",4,38777.3283547196,272.845867437152
"5283",5283,21,10,1185.55946062073,"Asia",3,94422.5981691233,-198.782670491064
"5286",5286,58,6,946.727120002135,"EU",2,26500.9348471959,149.298408847379
"5287",5287,100,2,318.906365574233,"EU",3,66911.6267093404,22.7750728315295
"5288",5288,17,11,1374.40977217281,"NA",2,37468.4398124625,-134.499212816867
"5289",5289,32,5,525.81025392126,"Asia",4,40844.2567184076,-233.495847832424
"5290",5290,58,6,1028.50206734577,"NA",4,4742.51727769081,203.52624790264
"5293",5293,87,7,1119.26492299981,"Asia",3,25484.591614031,90.1077630531197
"5294",5294,38,9,845.355454214984,"NA",2,46591.5965116946,-374.155280012168
"5295",5295,2,4,554.010940623745,"NA",4,42011.7085084354,19.7345660001113
"5296",5296,70,11,1786.66405768618,"NA",2,96502.0411711754,322.616192017516
"5298",5298,36,7,688.594139832758,"NA",2,73530.6477293246,-341.029479247475
"5299",5299,25,3,548.417766991614,"NA",4,27177.8223825954,57.7733747728954
"5300",5300,94,12,1040.87374795475,"Asia",3,92103.025821411,-605.487383884558
"5304",5304,47,12,1026.74414298444,"Asia",2,50674.4339661368,-585.173419756838
"5305",5305,83,8,691.01233446798,"Asia",3,84050.8895473746,-419.632668570322
"5308",5308,74,13,1568.09385149395,"Asia",2,27359.4511693271,-219.574721626628
"5309",5309,88,7,801.142499913781,"Asia",2,5671.90861118585,-160.704427311578
"5310",5310,64,9,913.971453529178,"EU",2,58249.8135893927,-280.623594597713
"5311",5311,2,5,749.494151588933,"Asia",2,91234.7084749311,29.2523852185126
"5312",5312,31,6,871.132106569616,"Asia",3,49437.4736574108,51.6902963885632
"5313",5313,50,4,627.019513056781,"Asia",2,53868.5060437177,49.9769564759272
"5315",5315,17,11,1228.3982786443,"Asia",4,15440.5561337555,-220.008820648948
"5316",5316,17,11,1668.9234070437,"Asia",4,40371.9745389086,170.127147934762
"5317",5317,46,12,1972.93929451061,"EU",1,61636.2341021723,567.751204538981
"5318",5318,1,4,415.269167564455,"Asia",2,80398.3028011064,-143.651089303336
"5319",5319,21,12,1030.71091954063,"EU",1,6799.66573455837,-356.07434360012
"5320",5320,94,10,829.725243638048,"SA",3,77460.8570729038,-514.952146706726
"5321",5321,7,5,839.639409462585,"Asia",4,78068.6226078914,79.3663750507901
"5322",5322,37,7,801.771917890416,"Asia",2,41688.8265313182,-160.073114882433
"5324",5324,10,8,1374.96032241393,"Asia",1,78105.4489926815,447.046743047566
"5326",5326,33,7,668.261615043075,"EU",2,57193.9304039881,-268.739613650523
"5327",5327,24,13,1407.22340705056,"Asia",2,10912.4434901015,-340.816635806664
"5329",5329,57,6,608.180453606874,"Asia",3,61985.8341296373,-253.604764059122
"5330",5330,24,12,2118.76014499765,"Asia",3,4704.67352629406,458.035773001398
"5331",5331,44,11,1797.23674151916,"EU",3,29542.2230052052,317.739459598021
"5334",5334,23,12,1204.82978817042,"Asia",4,4330.88014560146,-379.519914902873
"5336",5336,1,4,483.332079460367,"Asia",3,89879.9238372738,-54.3115891054662
"5339",5339,45,11,1299.66731738637,"NA",3,42439.2764989114,-194.397545227409
"5343",5343,24,14,1531.74352676774,"SA",3,72477.1786708734,-349.132289563488
"5344",5344,67,11,1746.30907178784,"SA",2,34950.6739445433,219.245406820775
"5345",5345,75,3,495.888541387372,"EU",3,75369.5566136905,67.2904626943427
"5347",5347,53,3,489.065328021236,"Asia",3,84503.7822504281,-25.192044879391
"5348",5348,28,4,603.098898001647,"Asia",3,92047.4202031901,0.880955833464327
